Movie_name,Cast Info,Genre Info
Close Encounters of the Third Kind,"The cast of the movie Close Encounters of the Third Kind includes François Truffaut as Claude Lacombe,Richard Dreyfuss as Roy Neary,Teri Garr as Ronnie Neary,Adrienne Campbell as Silvia Neary,Bob Balaban as David Laughlin,Cary Guffey as Barry Guiler,J. Patrick McNamara as Project Leader,Justin Dreyfuss as Toby Neary,Lance Henriksen as Robert,Melinda Dillon as Jillian Guiler,Merrill Connally as Team Leader,Philip Dodds as Jean Claude,Roberts Blossom as Farmer,Shawn Bishop as Brad Neary,Warren J. Kemmerling as Wild Bill.","The genre of the movie is Adventure,Sci-Fi,Drama."
The Godfather: Part II,"The cast of the movie The Godfather: Part II includes Al Pacino as Don Michael Corleone,Diane Keaton as Kay Corleone,Robert De Niro as Vito Corleone,Robert Duvall as Tom Hagen,Bruno Kirby as Young Peter Clemenza,Francesca De Sapio as Young Mama Corleone,Frank Sivero as Genco Abbandando,G.D. Spradlin as Senator Pat Geary,Gastone Moschin as Don Fanucci,John Cazale as Fredo Corleone,Lee Strasberg as Hyman Roth,Michael V. Gazzo as Frankie Pentangeli,Richard Bright as Al Neri,Talia Shire as Connie Corleone,Tom Rosqui as Rocco Lampone.","The genre of the movie is Drama,Thriller,Crime."
The Hustler,"The cast of the movie The Hustler includes Clifford A. Pellow as Turk,George C. Scott as Bert Gordon,Jackie Gleason as Minnesota Fats,Jake LaMotta as Bartender,Michael Constantine as Big John,Murray Hamilton as Findley,Myron McCormick as Charlie Burns,Paul Newman as Eddie Felson,Piper Laurie as Sarah Packard,Stefan Gierasch as Preacher,Alexander Rose as Score Keeper,Carl York as Young Hustler,Carolyn Coates as Waitress,Gordon B. Clarke as Cashier,Vincent Gardenia as Bartender.","The genre of the movie is Drama,Sport."
L.A. Confidential,"The cast of the movie L.A. Confidential includes Guy Pearce as Ed Exley,Kevin Spacey as Jack Vincennes,Kim Basinger as Lynn Bracken,Russell Crowe as Bud White,Danny DeVito as Sid Hudgens,David Strathairn as Pierce Patchett,Elisabeth Granli as Mickey Cohen's Mambo Partner,Graham Beckel as Dick Stensland,James Cromwell as Dudley Smith,Matt McCoy as 'Badge Of Honor' Star Brett Chase,Paolo Seganti as Johnny Stompanato,Paul Guilfoyle as Mickey Cohen,Ron Rifkin as D.A. Ellis Loew,Sandra Taylor as Mickey Cohen's Mambo Partner,Steve Rankin as Officer Arresting Mickey Cohen.","The genre of the movie is Drama,Mystery,Thriller,Crime."
Bloody Sunday,"The cast of the movie Bloody Sunday includes James Nesbitt as Ivan Cooper,Nicholas Farrell as Brigadier Maclellan,Tim Pigott-Smith as Major General Ford,Allan Gildea as Kevin McCorry,Carmel McCallion as Bridget Bond,Christopher Villiers as Major Steele,Declan Duddy as Gerry Donaghy,Edel Frazer as Gerry's Girl,Gerard Crossan as Eamonn McCann,Gerry Hammond as Para F,James Hewitt as Colonel Tugwell,Jason Stammers as Para G,Joanne Lindsay as Mary Donaghy,Mary Moulds as Bernadette Devlin,Mike Edwards as Soldier 027.","The genre of the movie is Drama,History,War."
My Voyage to Italy,The cast of the movie My Voyage to Italy includes Martin Scorsese as Host.,The genre of the movie is Documentary.
Phantom Thread,"The cast of the movie Phantom Thread includes Bern Collaco as Wedding Guest/Dancer,Camilla Rutherford as Johanna,Cedric Tylleman as Principal Cast,Daniel Day-Lewis as Reynolds Woodcock,Dave Simon as Chelsea Arts Club New Years Eve Party Guest,Dinah Nicholson as Elsa,Elli Banks as Elli,Harriet Leitch as Pippa,Ingrid Sophie Schram as Ingrid,Jack Gordon as Rowdy Boy,Jane Perry as Mrs. Vaughan,Jason Redshaw as Dancer/Chelsea Arts Club New Years Eve Party Guest,Joan Brown as Nana,Julie Duck as Irma,Kelly Schembri as Wedding Dancer,Lesley Manville as Cyril Woodcock,Maryanne Frost as Winn,Pip Phillips as Rubio's Girl,Richard Graham as Principal Cast,Sarah Lamesch as Steff,Sue Clark as Biddy,Vicky Krieps as Alma,Alexandra Moloney as Bridesmaid,Amber Brabant as Amber,Amy Cunningham as Mabel,Andrew G. Ogleby as Passerby/Pub Goer,Calum Delaney as New Years Eve Party Steward,Camilla Rutherford as Johanna,Caroline Garnell as Seamstress,Cedric Tylleman as Cast,Colin Wigglesworth as Chelsea Arts Club New Years Eve Party Guest,Cris Haris as Musician,Daniel Day-Lewis as Charles James,Darren Talbot as Chelsea Arts Club New Years Eve Party Guest,Dave Simon as Chelsea Arts Club New Years Eve Party Guest,David Charles-Cully as Dancer/Chelsea Arts Club New Years Eve Party Guest,Fraser Delaney as New Years Eve Party Steward,Geneva Corlett as Geneva,Gino Picciano as Wedding Guest,Harriet Leitch as Pippa,Ingrid Sophie Schram as Ingrid,Jane Perry as Mrs. Vaughan,Jason Redshaw as Dancer/Chelsea Arts Club New Years Eve Party Guest,Joseph Callaghan as Chelsea Arts Party Guest,Juliet Glaves as Florist,Kelly Schembri as Wedding Dancer,Khristopher MacLeod as Dancer/Chelsea Arts Club New Years Eve Party Guest,Lesley Manville as Cast,Lujza Richter as Princess Mona Braganza,Martin Dew as Reporter #2,Michael Gabbitas as Chelsea Arts Club New Year's Eve Party Guest,Neil Broome as Hotel Guest,Niki Angus-Campbell as Young Woman In Restaurant,Paul Carolan as Chelsea Arts Club New Years Eve Party Guest,Pip Phillips as Rubio's Girl,Rebecca McSwan as Dancer And Chelsea Arts Club New Years Eve Party Guest,Richard Graham as Cast,Sarah Lamesch as Steff,Vicky Krieps as Cast.","The genre of the movie is Drama,Romance,Crime."
Goodfellas,"The cast of the movie Goodfellas includes Joe Pesci as Tommy DeVito,Lorraine Bracco as Karen Hill,Paul Sorvino as Paul Cicero,Ray Liotta as Henry Hill,Robert De Niro as James 'Jimmy' Conway,Catherine Scorsese as Tommy's Mother,Charles Scorsese as Vinnie,Chuck Low as Morris 'Morrie' Kessler,Frank DiLeo as Tuddy Cicero,Frank Sivero as Frankie Carbone,Frank Vincent as Billy Batts,Gina Mastrogiacomo as Janice Rossi,Henny Youngman as Himself,Mike Starr as Frenchy,Tony Darrow as Sonny Bunz.","The genre of the movie is Biography,Drama,Crime."
Wojnarowicz,"The cast of the movie Wojnarowicz includes Barry Blinderman as Self,David Wojnarowicz as Self,Fran Lebowitz as Self,Kiki Smith as Self,Nan Goldin as Self,Peter Hujar as Self,Richard Kern as Self,Stephen Koch as Self.",The genre of the movie is Documentary.
Hamilton,"The cast of the movie Hamilton includes Christopher H. Myers as Joe,Gina Christine Mooers as Linda,Jasmine Bazinet-Phillips as Courtney,Madeleine Saar Reeser as Adeline,Marie Collins as Marie,Megan Clark as April,Sara Jane Gerrish as Vicky,Sarah Seipp-Williams as Candace,Stephanie Vizzi as Lena,Tiffany Boone as Briana.",The genre of the movie is Drama.
Paths of the Soul,The cast of the movie Paths of the Soul includes.,The genre of the movie is Drama.
It's Such a Beautiful Day,The cast of the movie It's Such a Beautiful Day includes.,The genre of the movie is .
My Perestroika,The cast of the movie My Perestroika includes.,"The genre of the movie is Biography,History,Family,Documentary,News."
This Is Not a Film,The cast of the movie This Is Not a Film includes Jafar Panahi as Himself.,The genre of the movie is Documentary.
The Birds,"The cast of the movie The Birds includes Charles McGraw as Sebastian Sholes,Ethel Griffies as Mrs. Bundy,Jessica Tandy as Lydia Brenner,Joe Mantell as Traveling Salesman At Diner's Bar,Lonny Chapman as Deke Carter,Rod Taylor as Mitch Brenner,Ruth McDevitt as Mrs. MacGruder,Suzanne Pleshette as Annie Hayworth,Tippi Hedren as Melanie Daniels,Veronica Cartwright as Cathy Brenner,Doodles Weaver as Fisherman Helping With Rental Boat,John McGovern as Postal Clerk,Karl Swenson as Drunken Doomsayer In Diner,Malcolm Atterbury as Deputy Al Malone,Richard Deacon as Mitch's City Neighbor.","The genre of the movie is Drama,Mystery,Horror,Romance."
To Have and Have Not,"The cast of the movie To Have and Have Not includes Dan Seymour as Capt. M. Renard,Dolores Moran as Mme. Hellene De Bursac,Hoagy Carmichael as Cricket,Humphrey Bogart as Harry Morgan,Lauren Bacall as Marie 'Slim' Browning,Marcel Dalio as Gerard Aka Frenchy,Sheldon Leonard as Lt. Coyo,Walter Brennan as Eddie,Walter Sande as Johnson,Walter Szurovy as Paul De Bursac,Aldo Nadi as Renard's Bodyguard,Audrey Armstrong as Dancer,Eugene Borden as Quartermaster,Joy Barlow as Cast,Juliette Ball as Black Woman.","The genre of the movie is Adventure,Thriller,Comedy,Romance,War,Film-Noir."
Finding Nemo,"The cast of the movie Finding Nemo includes Albert Brooks as Marlin,Alexander Gould as Nemo,Ellen DeGeneres as Dory,Allison Janney as Peach,Andrew Stanton as Crush,Austin Pendleton as Gurgle,Bob Peterson as Mr. Ray,Brad Garrett as Bloat,Elizabeth Perkins as Coral,Geoffrey Rush as Nigel,Joe Ranft as Jacques,Nicholas Bird as Squirt,Stephen Root as Bubbles,Vicki Lewis as Deb/Flo,Willem Dafoe as Gill.","The genre of the movie is Adventure,Comedy,Animation,Family."
Topsy-Turvy,The cast of the movie Topsy-Turvy includes.,The genre of the movie is .
Samurai Rebellion,"The cast of the movie Samurai Rebellion includes Etsuko Ichihara as Kiku,G as Yogoro Sasahara,Isao Yamagata as Shobei Tsuchiya,Michiko Ôtsuka as Suga Sasahara,Shigeru K as Geki Takahashi,Tatsuo Matsumura as Lord Masakata Matsudaira,Tatsuya Nakadai as Tatewaki Asano,Tatsuyoshi Ehara as Bunzo Sasahara,Toshirô Mifune as Isaburo Sasahara,Yôko Tsukasa as Ichi Sasahara,Emi Yamada as Shiomi's Wife,Hideo Fukuhara as Sahei,Jun Hamamura as Hyoemon Shiomi,Masao Mishima as Sanzaemon Yanase,Takamaru Sasaki as Kenmotsu Sasahara.",The genre of the movie is Drama.
King Kong,"The cast of the movie King Kong includes Adrien Brody as Jack Driscoll,Jack Black as Carl Denham,Naomi Watts as Ann Darrow,Andy Serkis as Kong/Lumpy,Bill Johnson as Manny,Colin Hanks as Preston,Craig Hall as Mike,Evan Parke as Hayes,Geraldine Brophy as Maude,Jamie Bell as Jimmy,John Sumner as Herb,Kyle Chandler as Bruce Baxter,Lobo Chan as Choy,Mark Hadlow as Harry,Thomas Kretschmann as Captain Englehorn.","The genre of the movie is Adventure,Drama,Romance."
The Incredibles,"The cast of the movie The Incredibles includes Craig T. Nelson as Bob Parr/Mr. Incredible,Holly Hunter as Helen Parr/Elastigirl,Jason Lee as Buddy Pine/Syndrome,Samuel L. Jackson as Lucius Best/Frozone,Dominique Louis as Bomb Voyage,Eli Fucile as Jack Jack Parr,Jean Sincere as Mrs. Hogenson,Lou Romano as Bernie Kropp,Maeve Andrews as Jack Jack Parr,Michael Bird as Tony Rydinger,Sarah Vowell as Violet Parr,Spencer Fox as Dashiell 'Dash' Parr,Teddy Newton as Newsreel Narrator,Wallace Shawn as Gilbert Huph,Wayne Canney as Principal.","The genre of the movie is Action,Adventure,Animation,Family."
Before Sunset,"The cast of the movie Before Sunset includes Ethan Hawke as Jesse,Julie Delpy as Celine,Albert Delpy as Man At Grill,Denis Evrard as Boat Attendant,Diabolo as Philippe,Louise Lemoine Torres as Journalist #1,Mariane Plasteig as Waitress,Marie Pillet as Woman In Courtyard,Rodolphe Pauly as Journalist #2,Vernon Dobtcheff as Bookstore Manager.","The genre of the movie is Drama,Romance."
Being John Malkovich,"The cast of the movie Being John Malkovich includes Cameron Diaz as Lotte Schwartz,Catherine Keener as Maxine Lund,John Cusack as Craig Schwartz,John Malkovich as John Horatio Malkovich,Byrne Piven as Captain Mertin,Eric Weinstein as Father At Puppet Show,Judith Wetzell as Tiny Woman,K.K. Dodds as Wendy,Kevin Carroll as Cab Driver,Madison Lanc as Daughter At Puppet Show,Mary Kay Place as Floris,Ned Bellamy as Derek Mantini,Octavia Spencer as Woman In Elevator,Orson Bean as Dr. Lester,Reginald C. Hayes as Don.","The genre of the movie is Drama,Fantasy,Comedy,Romance."
A Prophet,"The cast of the movie A Prophet includes Tahar Rahim as Malik El Djebena,Adel Bencherif as Ryad,Antoine Basler as Pilicci,Foued Nassah as Antaro,Frédéric Graziani as Chef De Détention,Gilles Cohen as Prof,Hichem Yacoubi as Reyeb,Jean-Emmanuel Pagni as Santi,Jean-Philippe Ricci as Vettori,Leïla Bekhti as Djamila,Niels Arestrup as César Luciani,Pierre Leccia as Sampierro,Rabah Loucif as L'avocat De Malik,Reda Kateb as Jordi,Slimane Dazi as Lattrache.","The genre of the movie is Drama,Crime."
Hard to Be a God,"The cast of the movie Hard to Be a God includes Aleksandr Chutko as Don Reba,Aleksandr Ilin as Arata,Algimantas Maceina as Cast,Dmitriy Vladimirov as Cast,Evgeniy Gerchakov as Budakh,Igor Volkov as Cast,Juris Laucinsh as Palach,Laura Lauri as Cast,Leonid Yarmolnik as Don Rumata,Natalya Moteva as Ari,Oleg Botin as Bucher,Pyotr Merkurev as Cast,Remigijus Bilinskas as Warrior,Yuriy Tsurilo as Don Pampa.","The genre of the movie is Sci-Fi,Drama."
Almost Famous,"The cast of the movie Almost Famous includes Billy Crudup as Russell Hammond,Anna Paquin as Polexia Aphrodisia,Fairuza Balk as Sapphire,Frances McDormand as Elaine Miller,Jason Lee as Jeff Bebe,Jimmy Fallon as Dennis Hope,John Fedevich as Ed Vallencourt,Kate Hudson as Penny Lane,Liz Stauber as Leslie,Mark Kozelek as Larry Fellows,Michael Angarano as Young William,Noah Taylor as Dick Roswell,Patrick Fugit as William Miller,Philip Seymour Hoffman as Lester Bangs,Zooey Deschanel as Anita Miller.","The genre of the movie is Drama,Music."
Paths of Glory,"The cast of the movie Paths of Glory includes Kirk Douglas as Col. Dax,Ralph Meeker as Cpl. Philippe Paris,Adolphe Menjou as Gen. George Broulard,Bert Freed as Sgt. Boulanger,Christiane Kubrick as German Singer,Emile Meyer as Father Dupree,Fred Bell as Shell-Shocked Soldier,George Macready as Gen. Paul Mireau,Jerry Hausner as Proprietor Of Cafe,Joe Turkel as Pvt. Pierre Arnaud,Kem Dibbs as Pvt. Lejeune,Peter Capell as Narrator Of Opening Sequence/Chief Judge Of Court-Martial,Richard Anderson as Maj. Saint-Auban,Timothy Carey as Pvt. Maurice Ferol,Wayne Morris as Lt. Roget.","The genre of the movie is Drama,War."
Licorice Pizza,"The cast of the movie Licorice Pizza includes Alana Haim as Principal Cast,Anthony Molinari as Cop 2,Ben Safdie as Joel Wachs,Ben Stiller as Principal Cast,Bradley Cooper as Principal Cast,Charlotte Townsend as Fairgoer #3,Craig Stark as Long Hair Freak,Deana Molle' as Driver,Emily Althaus as Kiki Page,Emma Dumont as Brenda,John C. Reilly as Principal Cast,Joseph Cross as Principal Cast,Mary Elizabeth Ellis as Principal Cast,Maya Rudolph as Principal Cast,Nate Mann as Brian,Sean Penn as Principal Cast,Skyler Gisondo as Actor,Tom Waits as Principal Cast,Zoe McLane as Pinball Teen,Alana Haim as Cast,Anthony Molinari as Cop 2,Bottara Angele as Fair Goer #1,Cooper Hoffman as Cast,Craig Stark as Long Hair Freak,Emily Althaus as Kiki Page,Fatimah Hassan as Driver,Grace Kennedy-Piehl as Flower Child,Jeff Willy as Fair Volunteer,Joseph Cross as Cast,Louis Delavenne as French Waiter.","The genre of the movie is Drama,Comedy."
Cold War,"The cast of the movie Cold War includes Adam Ferency as Minister,Adam Szyszkowski as Camp Guard,Adam Woronowicz as Consul,Agata Kulesza as Irena,Borys Szyc as Kaczmarek,Cédric Kahn as Michel,Drazen Sivak as Sleuth 1,Giorgio Rayzacher as Novelist,Jeanne Balibar as Juliette,Joanna Kulig as Zula,Slavko Sobin as Sleuth 2,Tomasz Kot as Wiktor,Adam Szyszkowski as Guard,Aleksandra Kacprzak as The Intellectual,Aloïse Sauvage as Waitress,Anna Zagórska as Ania,Izabela Andrzejak as Mazurek,Martin Budny as American,Philip Lenkowsky as Extra,Tomasz Markiewicz as Leader Of ZMP.","The genre of the movie is Drama,Romance,Music."
Big Men,The cast of the movie Big Men includes.,The genre of the movie is Documentary.
American Splendor,"The cast of the movie American Splendor includes Harvey Pekar as Real Harvey,Paul Giamatti as Harvey Pekar,Shari Springer Berman as Interviewer,Barbara Brown as Nurse,Cameron Carter as Green Lantern,Chris Ambrose as Superman,Daniel Tay as Young Harvey,Danny Hoch as Marty,Earl Billings as Mr. Boats,James Urbaniak as Robert Crumb,Joey Krajcar as Batman,Josh Hutcherson as Robin,Larry John Meyers as Throat Doctor,Mary Faktor as Housewife,Vivienne Benesch as Lana.","The genre of the movie is Biography,Drama,Comedy."
Hannah and Her Sisters,"The cast of the movie Hannah and Her Sisters includes Barbara Hershey as Lee,Dianne Wiest as Holly,Mia Farrow as Hannah,Michael Caine as Elliot,Woody Allen as Mickey,Carrie Fisher as April,Christian Clemenson as Larry,J.T. Walsh as Ed Smythe,John Turturro as Writer,Julia Louis-Dreyfus as Mary,Julie Kavner as Gail,Lewis Black as Paul,Lloyd Nolan as Evan,Maureen O'Sullivan as Norma,Max von Sydow as Frederick.","The genre of the movie is Drama,Comedy,Romance."
The Circus,"The cast of the movie The Circus includes Al Ernest Garcia as The Circus Proprietor And Ring Master,Albert Austin as Clown,Charles Chaplin as A Tramp,George Davis as A Magician,Harry Crocker as Rex - A Tight Rope Walker,Henry Bergman as An Old Clown,John Rand as An Assistant Property Man,Merna Kennedy as His Step-Daughter - A Circus Rider,Steve Murphy as A Pickpocket,Tiny Sandford as The Head Property Man,Chester A. Bachman as Cop,Eugene Barry as Cop,Heinie Conklin as Clown,Jack Bernard as Man In Circus Audience,Stanley Blystone as Cop.","The genre of the movie is Comedy,Romance."
The Tale,"The cast of the movie The Tale includes Chelsea Alden as Samantha,Common as Martin,Elizabeth Debicki as Mrs. G,Ellen Burstyn as Nettie,Frances Conroy as Mrs. G - Older,Isabella Amara as Franny,Isabelle Nélisse as Jenny At 13,Jason Ritter as Bill,John Heard as William P. Allens,Laura Allen as Young Nettie,Laura Dern as Jennifer,Emily Sandifer as Student #4,Gretchen Koerner as Iris,Isabella Amara as Franny,Isabelle Nélisse as Jenny,Jaqueline Fleming as Margie,Jessica Sarah Flaum as Jenny At 15,Madison David as Young Iris,Matthew Rauch as Aaron,Noah Lomax as Lucas,Thom Bishops as Detective Amato,Tina Parker as Fran.","The genre of the movie is Drama,Mystery,Thriller."
Gosford Park,"The cast of the movie Gosford Park includes Maggie Smith as Constance Trentham,Ryan Phillippe as Henry Denton,Bob Balaban as Morris Weissman,Camilla Rutherford as Isobel McCordle,Charles Dance as Lord Raymond Stockbridge,Claudie Blakley as Mabel Nesbitt,Geraldine Somerville as Louisa Stockbridge,James Wilby as Freddie Nesbitt,Jeremy Northam as Ivor Novello,Kristin Scott Thomas as Sylvia McCordle,Laurence Fox as Rupert Standish,Michael Gambon as William McCordle,Natasha Wightman as Lavinia Meredith,Tom Hollander as Anthony Meredith,Trent Ford as Jeremy Blond.","The genre of the movie is Drama,Mystery,Comedy."
The Fits,"The cast of the movie The Fits includes Royalty Hightower as Toni,Alexis Neblett as Beezy,Antonio A.B. Grant Jr. as Donté,Da'Sean Minor as Jermaine,Inayah Rodgers as Karisma,Lauren Gibson as Maia,Makyla Burnam as Legs,Royalty Hightower as Toni.",The genre of the movie is Drama.
Small Axe: Mangrove,"The cast of the movie Small Axe: Mangrove includes Gary Beadle as Dalston Isaacs,Gershwyn Eustache Jnr as Eddie LeCointe,Jay Simpson as Sargent Smith,Jodhi May as Selma James,Joshua Viner as Mr. Abott,Letitia Wright as Altheia Jones-Lecointe,Malachi Kirby as Darcus Howe,Rochenda Sandall as Barbara Beese,Sam Spruell as Pc Frank Pulley,Shaun Parkes as Frank Crichlow,James Hillier as Chief Inspector,Jon Prophet as James,Karl Farrer as Journalist,Michelle Greenidge as Mrs. Manning,Robert Jarvis as Police.",The genre of the movie is Drama.
Mad Max: Fury Road,"The cast of the movie Mad Max: Fury Road includes Charlize Theron as Imperator Furiosa,John Howard as The People Eater,Nathan Jones as Rictus Erectus,Nicholas Hoult as Nux,Riley Keough as Capable,Tom Hardy as Max Rockatansky,Zoë Kravitz as Toast The Knowing,Abbey Lee as The Dag,Angus Sampson as The Organic Mechanic,Charlize Theron as Imperator Furiosa,Coco Jack Gillies as Hope,Courtney Eaton as Fragile,Debra Ades as Desperate Women,Hugh Keays-Byrne as Immortan Joe,Iota as The Doof Warrior,John Howard as People Eater,Josh Helman as Slit,Megan Gale as Valkyrie,Mel Gibson as Drifter,Melissa Jaffer as Cast,Nathan Jones as Rictus Erectus,Nicholas Hoult as Nux,Richard Carter as The Bullet Farmer,Richard Norton as Imperator,Riley Keough as Capable,Rosie Huntington-Whiteley as The Splendid Angharad,Tom Hardy as Max Rockatansky,Zoë Kravitz as Toast.","The genre of the movie is Action,Adventure,Sci-Fi,Thriller."
United 93,"The cast of the movie United 93 includes David Alan Basche as Todd Beamer,Liza Colón-Zayas as Waleska Martinez,Christian Clemenson as Thomas E. Burnett, Jr.,Denny Dillon as Colleen Fraser,Gary Commock as First Officer LeRoy Homer,J.J. Johnson as Captain Jason Dahl,Lorna Dallas as Linda Gronlund,Nancy McDoniel as Lorraine G. Bay,Opal Alladin as CeeCee Lyles,Polly Adams as Deborah Welsh,Ray Charleson as Joseph DeLuca,Richard Bekins as William Joseph Cashman,Starla Benford as Wanda Anita Green,Susan Blommaert as Jane Folger,Trish Gates as Sandra Bradshaw.","The genre of the movie is Drama,History,Crime."
Capturing the Friedmans,"The cast of the movie Capturing the Friedmans includes Arnold Friedman as Himself,David Friedman as Himself,Elaine Friedman as Herself,Jesse Friedman as Himself,Abbey Boklan as Herself,Anthony Sgeugloi as Himself,Chuck Scarborough as Himself,Frances Galasso as Herself,Howard Friedman as Himself,John McDermott as Himself,Joseph Onorato as Himself,Judd Maltin as Himself,Ron Georgalis as Himself,Scott Banks as Himself,Seth Friedman as Himself.","The genre of the movie is Biography,Mystery,Crime,Documentary."
The Truman Show,"The cast of the movie The Truman Show includes Jim Carrey as Truman Burbank,Angel Schmiedt as Truman's Neighbor,Blair Slater as Young Truman,Brian Delate as Truman's Father,Don Taylor as Don,Fritz Dominique as Truman's Neighbor,Heidi Schanz as Vivien,Holland Taylor as Truman's Mother,Judy Clayton as Travel Agent,Laura Linney as Meryl Burbank/Hannah Gill,Natascha McElhone as Lauren/Sylvia,Noah Emmerich as Marlon,Peter Krause as Lawrence,Ron Taylor as Ron,Ted Raymond as Spencer.",The genre of the movie is Drama.
American Hustle,"The cast of the movie American Hustle includes Alessandro Nivola as Anthony Amado,Amy Adams as Sydney Prosser,Bradley Cooper as Richie DiMaso,Christian Bale as Melvin Weinberg,Jennifer Lawrence as Rosalyn Rosenfeld,Jeremy Renner as Mayor Carmine Polito,Louis C.K. as Stoddard Thorsen,Robert De Niro as Victor Tellegio,Adrian Martinez as Julius,Alessandro Nivola as Cast,Amy Adams as Maxine Gardner,Anthony Zerbe as Senator Mitchel,Bo Cleary as FBI Agent,Bradley Cooper as Jimmy Boyle,Christian Bale as Melvin Weinberg,Christy Scott Cashman as Gretchen,Colleen Camp as Brenda,David Boston as Restaurant Patron,Dawn Olivieri as Cast,Elisabeth Röhm as Dolly Polito,Erica McDermott as Addie Abrams,Jack Huston as Pete Musane,Jeremy Renner as Angelo Errichetti,Kenn Medeiros as Dinner Guest,Louis C.K. as Cast,Matthew Russell as Dominic Polito,Melissa McMeekin as Sabrina,Michael Peña as Paco Hernandez/Sheik Abdullah,Paul Herman as Alfonse Simone,Robert De Niro as Cast,Saïd Taghmaoui as Irv's Sheik Plant,Shea Whigham as Carl Elway,Thomas Matthews as Francis Polito.","The genre of the movie is Drama,History,Thriller,Crime."
Paterson,"The cast of the movie Paterson includes Adam Driver as Paterson,Golshifteh Farahani as Laura,Adam Driver as Paterson,Barry Shabaka Henley as Doc,Brian McCarthy as Jimmy,Chasten Harmon as Marie,Dominic Liriano as Boy On Bus 1,Frank Harts as Luis,Golshifteh Farahani as Laura,Helen-Jean Arthur as Older Woman 1,Jaden Michael as Boy On Bus 2,Jared Gilman as Male Student,Joan Kendall as Older Woman 2,Johnnie Mae as Doc's Wife,Kacey Cockett as Woman In Red,Kara Hayward as Cast,Luis Da Silva Jr. as Man In Low Rider,Method Man as Method Man,Nellie as Marvin,Owen Asztalos as Kid,Rizwan Manji as Donny,Sterling Jerins as Cast,Trevor Parham as Sam,Troy T. Parham as Dave,William Jackson Harper as Everett.","The genre of the movie is Drama,Comedy,Romance."
Star Wars: Episode IV - A New Hope,The cast of the movie Star Wars: Episode IV - A New Hope includes.,The genre of the movie is .
Persepolis,"The cast of the movie Persepolis includes Catherine Deneuve as Mrs. Satrapi - Marjane's Mother,Chiara Mastroianni as Marjane 'Marji' Satrapi, As A Teenager And A Woman,Gena Rowlands as Marjane's Grandmother,Adriana Anderson as Enforcer/Nun/Teacher,Amethyste Frezignac as Marjane As A Child,Arié Elmaleh as Walla,Danielle Darrieux as Marjane's Grandmother,François Jerosme as Uncle Anouche,Gabrielle Lopes Benites as Marji,Jean-François Gallotte as Cast,Lexie Kendrick as Cast,Mathias Mlekuz as Walla,Paul Bandey as Brit/Customs (2008),Robert Barr as Anchor/God (2008),Sean Penn as Mr. Satrapi - Marjane's Father,Simon Abkarian as Mr. Satrapi - Marjane's Father,Sophie Arthuys as Walla,Stéphane Foenkinos as Cast,Tilly Mandelbrot as Lali.","The genre of the movie is Biography,Drama,War,Animation."
The Age of Innocence,"The cast of the movie The Age of Innocence includes Daniel Day-Lewis as Newland Archer,Michelle Pfeiffer as Ellen Olenska,Winona Ryder as May Welland,Alec McCowen as Sillerton Jackson,Alexis Smith as Louisa Van Der Luyden,Geraldine Chaplin as Mrs. Welland,Joanne Woodward as Narrator,Jonathan Pryce as Rivière,Mary Beth Hurt as Regina Beaufort,Michael Gough as Henry Van Der Luyden,Miriam Margolyes as Mrs. Mingott,Richard E. Grant as Larry Lefferts,Robert Sean Leonard as Ted Archer,Siân Phillips as Mrs. Archer,Stuart Wilson as Julius Beaufort.","The genre of the movie is Drama,Romance."
Minding the Gap,"The cast of the movie Minding the Gap includes Bing Liu as Himself,Kiere Johnson as Himself,Zack Mulligan as Himself.",The genre of the movie is Documentary.
The Best of Youth,"The cast of the movie The Best of Youth includes Alessio Boni as Matteo Carati,Jasmine Trinca as Giorgia,Luigi Lo Cascio as Nicola Carati,Adriana Asti as Adriana Carati,Andrea Tidona as Angelo Carati,Claudio Gioè as Vitale Micavi,Fabrizio Gifuni as Carlo Tommasi,Giovanni Scifoni as Berto,Lidia Vitale as Giovanna Carati,Mario Schiano as Medicine Professor,Maya Sansa as Mirella Utano,Michele Melega as Literature Professor,Paolo Bonanni as Luigino,Sonia Bergamasco as Giulia Monfalco,Valentina Carnelutti as Francesca Carati.","The genre of the movie is Drama,Romance."
The Overnighters,"The cast of the movie The Overnighters includes Jay Reinke as Himself,Jay Reinke as Himself,Keegan Edwards as Himself.","The genre of the movie is Drama,Documentary."
The Lives of Others,"The cast of the movie The Lives of Others includes Martina Gedeck as Christa-Maria Sieland,Sebastian Koch as Georg Dreyman,Ulrich Mühe as Hauptmann Gerd Wiesler,Bastian Trost as Häftling 227,Charly Hübner as Udo,Hans-Uwe Bauer as Paul Hauser,Herbert Knaup as Gregor Hessenstein,Marie Gruber as Frau Meineke,Martin Brambach as Einsatzleiter Meyer,Matthias Brenner as Karl Wallner,Thomas Thieme as Minister Bruno Hempf,Ulrich Tukur as Oberstleutnant Anton Grubitz,Volker Michalowski as Schriftexperte,Volkmar Kleinert as Albert Jerska,Werner Daehn as Einsatzleiter In Uniform.","The genre of the movie is Drama,Thriller."
